Ferrovia;Ano;Linha;Segmento_Pátio A;Segmento_Pátio B;Extensão (km);Bitola;Raio Mín. de Curva (m);Rampa Máxima (%)_Crescente;Rampa Máxima (%)_Decrescente;Nº de Linhas;Sentido do Tráfego;Controle de Circulação;Nº Dias Operacionais;Sist. de Sinalização;Potência (HP);Permite Circ. de Produto Perigoso;Equipamento Embarcado Loco.;Tempo de Percurso (min)_Crescente;Tempo de Percurso (min)_Decrescente;Justificativa de Tráfego;Tempo de Lic. (min);Sessões de Bloqueio;Índices de Eficiência Considerado (%)_K1;Índices de Eficiência Considerado (%)_K2;Índices de Eficiência Considerado (%)_K3;Índices de Eficiência Considerado (%)_K;Capacidade_Instalada Calculada_Crescente;Capacidade_Instalada Calculada_Decrescente;Capacidade_Vinculada Considerada_Crescente;Capacidade_Vinculada Considerada_Decrescente;Capacidade_Ociosa Considerada_Crescente;Capacidade_Ociosa Considerada_Decrescente
MRS;2025;Santos - Jundiaí;Lapa (ILA), km 86,062;Piqueri (OPQ), km 88,223;2.161;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;4.2;4.8;;0.0;1.0;0.5;0.5;1;0.25;40.0;40.0;7.67;7.67;32.3345191072;32.3345191072
MRS;2025;Santos - Jundiaí;Piqueri (OPQ), km 88,223;Pirituba (IPB), km 90,273;2.05;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;7.67;7.67;172.3345191072;172.3345191072
MRS;2025;Santos - Jundiaí;Pirituba (IPB), km 90,273;Vila Clarice (OVC), km 93,053;2.78;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;7.67;7.67;172.3345191072;172.3345191072
MRS;2025;Santos - Jundiaí;Vila Clarice (OVC), km 93,053;Jaraguá (OJA), km 95,059;2.006;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;4.2;4.2;;0.0;1.0;0.5;0.5;1;0.25;42.8571428571;42.8571428571;7.67;7.67;35.1916619644;35.1916619644
MRS;2025;Santos - Jundiaí;Jaraguá (OJA), km 95,059;Perus (IPE), km 101,485;6.426;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;13.2;13.2;;0.0;1.0;0.5;0.5;1;0.25;13.6363636363;13.6363636363;7.67;7.67;5.9708827436;5.9708827436
MRS;2025;Santos - Jundiaí;Perus (IPE), km 101,485;Caieiras (OCI), km 106,176;4.691;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;10.8;10.8;;0.0;1.0;0.5;0.5;1;0.25;16.6666666666;16.6666666666;7.67;7.67;9.0011857739;9.0011857739
MRS;2025;Santos - Jundiaí;Caieiras (OCI), km 106,176;Franco da Rocha (OFR), km 111,293;5.117;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;10.8;10.8;;0.0;1.0;0.5;0.5;1;0.25;16.6666666666;16.6666666666;7.67;7.67;9.0011857739;9.0011857739
MRS;2025;Santos - Jundiaí;Franco da Rocha (OFR), km 111,293;Baltazar Fidelis (OBA), km 113,670;2.377;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;4.2;4.2;;0.0;1.0;0.5;0.5;1;0.25;42.8571428571;42.8571428571;7.67;7.67;35.1916619644;35.1916619644
MRS;2025;Santos - Jundiaí;Baltazar Fidelis (OBA), km 113,670;Francisco Morato (OFM), km 117,460;3.789;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;8.4;8.4;;0.0;1.0;0.5;0.5;1;0.25;21.4285714285;21.4285714285;7.67;7.67;13.7630905358;13.7630905358
MRS;2025;Santos - Jundiaí;Francisco Morato (OFM), km 117,460;Campo Limpo Paulista (OCL), km 127,935;10.475;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;7.67;7.67;172.3345191072;172.3345191072
MRS;2025;Santos - Jundiaí;Campo Limpo Paulista (OCL), km 127,935;Várzea Paulista (OVP), km 133,910;5.974;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;13.2;12.6;;0.0;1.0;0.5;0.5;1;0.25;13.953488372;13.953488372;7.67;7.67;6.2880074793;6.2880074793
MRS;2025;Santos - Jundiaí;Várzea Paulista (OVP), km 133,910;Jundiaí (ZJY), km 139,040;5.13;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;7.58;7.58;172.4214823578;172.4214823578
MRS;2025;CPTM (Jacarei - Bras);Suzano (OSU), km 462,548;Calmon Viana (OCV), km 465,240;2.692;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;10.2;8.4;;0.0;1.0;0.5;0.5;1;0.25;19.3548387096;19.3548387096;0.0;0.0;19.3548387096;19.3548387096
MRS;2025;CPTM (Jacarei - Bras);Calmon Viana (OCV), km 465,240;Itaquaquecetuba (OIC), km 470,955;5.715;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;0.0;0.0;180.0;180.0
MRS;2025;CPTM (Jacarei - Bras);Itaquaquecetuba (OIC), km 470,955;Manoel Feio (IEF), km 473,371;2.416;Larga ;287;1.01;0.98;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;10.8;6.0;;0.0;1.0;0.5;0.5;1;0.25;21.4285714285;21.4285714285;0.0;0.0;21.4285714285;21.4285714285
MRS;2025;CPTM (Jacarei - Bras);Manoel Feio (IEF), km 473,371;C.Ermelino Matarazzo (OCE), km 486,174;12.803;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;4.26;4.16;175.7432008004;175.8400263479
MRS;2025;CPTM (Jacarei - Bras);C.Ermelino Matarazzo (OCE), km 486,174;E.S.Gualberto (OSG), km 493,019;11.455;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;4.26;4.16;175.7432008004;175.8400263479
MRS;2025;CPTM (Jacarei - Bras);E.S.Gualberto (OSG), km 493,019;Eng. São Paulo (IES), km 496,555;4.447;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;4.26;4.16;175.7432008004;175.8400263479
MRS;2025;CPTM (Jacarei - Bras);Eng. São Paulo (IES), km 496,555;Bras (OBR), km 499,153;1.892;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;3.0;3.0;;0.0;1.0;0.5;0.5;1;0.25;60.0;60.0;4.05;3.95;55.9486926201;56.0455181676
MRS;2025;Ramal de Mogi das Cruzes;Jacareí (FJI), km 407,443;Eng. Cesar de Souza (FCE), km 444,946;37.503;Larga ;203;2.09;2.41;Singela;Bidirecional;CCO;365;ATC;;Sim;Sim;28.8;28.2;;20.0;1.0;1.0;0.64;1;0.64;11.9688311688;11.9688311688;3.68;3.68;8.2888311688;8.2888311688
MRS;2025;Ramal de Mogi das Cruzes;Eng. Cesar de Souza (FCE), km 444,946;Mogi das Cruzes (OMC), km 450,320;5.374;Larga ;565;1.56;0.65;Singela;Bidirecional;CCO;365;ATC;;Sim;Sim;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;5.95;4.43;174.053988488;175.5692307692
MRS;2025;Ramal de Mogi das Cruzes;Mogi das Cruzes (OMC), km 450,320;Suzano (OSU), km 462,548;12.228;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;20.0;20.0;;0.0;1.0;0.5;0.5;1;0.25;9.0;9.0;5.14;4.43;3.856175578;4.5692307692
MRS;2025;Posto km 64 - 452 (Linha do Centro);Posto km 64 (FQS), km 64,285;Posto Elisson (FHE), km 66,953;1.905;Larga ;325;1.83;0.0;Dupla;Bidirecional;CCO;365;ATC;;Não;Sim;4.8;5.4;;3.0;1.0;0.9751;0.752;1;0.7333;135.3738830769;125.70432;41.4;39.78;93.9722299636;85.9226668867
MRS;2025;Posto km 64 - 452 (Linha do Centro);Posto Elisson (FHE), km 66,953;Mário Belo (FMB), km 71,030;4.84;Larga ;219;2.1;0.0;Dupla;Bidirecional;CCO;365;CBTC;;Não;Sim;9.0;8.4;;3.0;1.0;0.9751;0.752;1;0.7333;87.993024;92.6242357894;41.4;39.78;46.5913708867;52.8425826762
MRS;2025;Posto km 64 - 452 (Linha do Centro);Mário Belo (FMB), km 71,030;Eng. Gurgel (F39), km 76,030;5.0;Larga ;212;2.2;0.0;Dupla;Bidirecional;CCO;365;CBTC;;Não;Sim;12.0;12.6;;3.0;2.0;0.9751;0.752;1;0.7333;70.3944192;67.6869415384;41.4;39.78;28.9927660867;27.9052884251
MRS;2025;Posto km 64 - 452 (Linha do Centro);Eng. Gurgel (F39), km 76,030;Palmeira da Serra (FPD), km 82,030;6.0;Larga ;272;0.0;0.0;Dupla;Bidirecional;CCO;365;CBTC;;Não;Sim;10.8;11.4;;3.0;2.0;0.9751;0.752;1;0.7333;76.5156730434;73.32752;41.4;39.78;35.1140199302;33.5458668867
MRS;2025;Posto km 64 - 452 (Linha do Centro);Palmeira da Serra (FPD), km 82,030;Eng. Paulo de Frontin (FER), km 85,501;3.471;Larga ;261;1.9;0.0;Dupla;Bidirecional;CCO;365;CBTC;;Não;Sim;7.2;7.8;;3.0;1.0;0.9751;0.752;1;0.7333;103.5212047058;97.7700266666;41.4;39.78;62.1195515926;57.9883735534
MRS;2025;Posto km 64 - 452 (Linha do Centro);Eng. Paulo de Frontin (FER), km 85,501;Humberto Antunes (FHA), km 89,763;4.262;Larga ;201;2.0;0.0;Dupla;Bidirecional;CCO;365;CBTC;;Não;Sim;9.6;8.4;;3.0;1.0;0.9751;0.752;1;0.7333;83.80288;92.6242357894;41.4;39.78;42.4012268867;52.8425826762
MRS;2025;Posto km 64 - 452 (Linha do Centro);Humberto Antunes (FHA), km 89,763;Mendes (FME), km 92,635;2.872;Larga ;244;1.6;1.5;Dupla;Bidirecional;CCO;365;CBTC;12202.0;Não;Sim;5.4;7.2;;3.0;1.0;0.9751;0.752;1;0.7333;125.70432;103.5212047058;71.61;39.78;54.0973443961;63.7395515926
MRS;2025;Posto km 64 - 452 (Linha do Centro);Mendes (FME), km 92,635;Martins Costa (FMA), km 97,635;5.0;Larga ;242;0.0;1.4;Dupla;Bidirecional;CCO;365;CBTC;12202.0;Não;Sim;10.07;17.18;;3.0;1.0;0.9751;0.752;1;0.7333;80.789310482;52.3248903865;71.61;39.78;9.1823348781;12.5432372732
MRS;2025;Posto km 64 - 452 (Linha do Centro);Martins Costa (FMA), km 97,635;Morsing (FMG), km 99,635;2.0;Larga ;277;0.3;1.4;Dupla;Bidirecional;CCO;365;CBTC;12202.0;Não;Sim;4.2;10.2;;3.0;1.0;0.9751;0.752;1;0.7333;146.65504;79.9936581818;75.93;42.18;70.7280643961;37.8120050685
MRS;2025;Posto km 64 - 452 (Linha do Centro);Morsing (FMG), km 99,635;Santana da Barra (FSB), km 102,315;2.679;Larga ;343;0.2;1.9;Dupla;Bidirecional;CCO;365;CBTC;12202.0;Não;Sim;8.4;12.6;;3.0;2.0;0.9751;0.762;1;0.743;93.8559410526;68.5870338461;75.93;42.18;17.9289654487;26.4053807328
MRS;2025;Posto km 64 - 452 (Linha do Centro);Santana da Barra (FSB), km 102,315;Barra do Pirai (FBP), km 108,500;6.185;Larga ;228;0.8;1.3;Dupla;Bidirecional;CCO;365;CBTC;12202.0;Não;Sim;7.8;7.0;;3.0;2.0;0.9751;0.752;1;0.7333;97.7700266666;105.5916288;75.93;42.18;21.8430510627;63.4099756867
MRS;2025;Posto km 64 - 452 (Linha do Centro);Barra do Pirai (FBP), km 108,500;Aristides  Lobo (FAT), km 115,592;7.092;Larga ;219;0.5;0.5;Singela;Crescente;CCO;365;CBTC;;Não;Sim;10.8;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;58.712347826;2.0;42.21;0.0;16.505044437;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Aristides  Lobo (FAT), km 115,592;Demetrio Ribeiro (FDR), km 121,469;5.877;Larga ;219;0.5;0.5;Singela;Crescente;CCO;365;TWE;;Não;Sim;9.0;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;67.5192;2.0;41.39;0.0;26.127896611;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Demetrio Ribeiro (FDR), km 121,469;Barão de Juparana (FBJ), km 132,153;10.684;Larga ;176;0.0;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;19.2;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;36.4968648648;2.0;32.49;0.0;4.0041120407;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Barão de Juparana (FBJ), km 132,153;Sebastião Lacerda (FBL), km 146,815;14.661;Larga ;116;0.75;0.88;Singela;Crescente;CCO;365;TWE;;Não;Sim;16.8;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;40.9207272727;2.0;36.39;0.0;4.5288441096;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Sebastião Lacerda (FBL), km 146,815;Aliança (FAI), km 153,910;7.095;Larga ;168;0.37;0.56;Singela;Crescente;CCO;365;TWE;;Não;Sim;10.8;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;58.712347826;2.0;42.21;0.0;16.505044437;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Aliança (FAI), km 153,910;Casal Novo (FNC), km 162,225;8.315;Larga ;175;0.0;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;9.6;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;64.304;2.0;42.21;0.0;22.096696611;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Casal Novo (FNC), km 162,225;Andrade Pinto (FAP), km 170,232;8.006;Larga ;181;0.0;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;10.2;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;61.381090909;2.0;42.21;0.0;19.17378752;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Andrade Pinto (FAP), km 170,232;eng. Vieira Cortez (FVC), km 177,770;7.538;Larga ;210;0.5;0.9;Singela;Crescente;CCO;365;TWE;;Não;Sim;9.0;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;67.5192;2.0;42.21;0.0;25.311896611;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);eng. Vieira Cortez (FVC), km 177,770;Barão de Angra (FBN), km 192,461;14.69;Larga ;179;0.0;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;19.05;0.0;;3.0;3.0;0.8038;0.7;2;1.1253;73.4902857142;2.0;42.21;0.0;31.2829823252;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Barão de Angra (FBN), km 192,461;Posto km 194 (FCQ), km 194,000;1.539;Mista;143;2.1;0.6;Singela;Crescente;CCO;365;TWE;;Não;Sim;3.0;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;135.0384;2.0;42.21;0.0;92.831096611;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Posto km 194 (FCQ), km 194,000;Três Rios (FTR), km 197,613;3.613;Larga ;180;0.0;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;14.1;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;47.3818947368;2.0;41.81;0.0;5.5718947368;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Três Rios (FTR), km 197,613;Fernandes Pinheiro (FFP), km 204,433;6.819;Larga ;180;0.0;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;14.1;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;47.3818947368;2.0;41.81;0.0;5.5706351411;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Fernandes Pinheiro (FFP), km 204,433;Souza Aguiar (FSA), km 217,010;12.576;Larga ;196;0.3;0.2;Singela;Crescente;CCO;365;TWE;;Não;Sim;16.13;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;42.3539153162;2.0;37.63;0.0;4.7237816801;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Souza Aguiar (FSA), km 217,010;Afonso Arinos (FAA), km 229,189;12.178;Larga ;181;1.6;0.8;Singela;Crescente;CCO;365;TWE;;Não;Sim;13.8;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;48.2279999999;2.0;41.81;0.0;6.4167404043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Afonso Arinos (FAA), km 229,189;Cotegipe (FOT), km 245,086;15.897;Larga ;172;0.0;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;27.6;0.0;;3.0;3.0;0.8038;0.7;2;1.1253;52.9562352941;2.0;41.81;0.0;11.1449756984;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Cotegipe (FOT), km 245,086;Posto km 250 (FDC), km 250,000;4.913;Larga ;177;0.6;0.6;Singela;Crescente;CCO;365;TWE;;Não;Sim;16.5;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;41.550276923;2.0;36.93;0.0;4.6169976135;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Posto km 250 (FDC), km 250,000;Posto km 261 (FDS), km 261,000;10.999;Larga ;145;1.3;0.4;Singela;Crescente;CCO;365;TWE;;Não;Sim;11.55;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;55.6859381443;2.0;41.81;0.0;13.8746785486;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Posto km 261 (FDS), km 261,000;Posto km 271 (FDU), km 271,000;10.0;Larga ;172;1.8;0.3;Singela;Crescente;CCO;365;TWE;;Não;Sim;12.15;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;53.4805544554;2.0;41.81;0.0;11.6692948597;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Posto km 271 (FDU), km 271,000;Francisco Bernardino (FFB), km 281,577;10.576;Larga ;148;0.6;0.8;Singela;Crescente;CCO;365;TWE;;Não;Sim;12.15;0.0;;3.0;2.0;0.7338;0.65;1;0.477;45.3357623762;2.0;40.42;0.0;4.9182114337;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Francisco Bernardino (FFB), km 281,577;Benfica (FBF), km 288,582;7.005;Larga ;295;0.7;0.58;Singela;Crescente;CCO;365;TWE;;Não;Sim;15.0;0.0;;3.0;3.0;0.7338;0.65;2;0.9539;76.3152;2.0;41.81;0.0;34.5039404043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Benfica (FBF), km 288,582;Dias Tavares (FDT), km 293,771;5.189;Larga ;120;0.0;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;9.6;0.0;;3.0;1.0;0.7338;0.65;1;0.477;54.5108571428;2.0;41.94;0.0;12.5701424731;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Dias Tavares (FDT), km 293,771;Posto km 298 (FDN), km 298,000;4.228;Larga ;238;0.8;0.4;Singela;Crescente;CCO;365;TWE;;Não;Sim;4.8;0.0;;3.0;1.0;0.7338;0.65;1;0.477;88.056;2.0;41.94;0.0;46.1152853302;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Posto km 298 (FDN), km 298,000;Ewbanck da Câmara (FEB), km 310,015;12.014;Larga ;187;0.0;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;13.8;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;48.2279999999;2.0;41.81;0.0;6.4167404043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Ewbanck da Câmara (FEB), km 310,015;Santos Dumont (FSD), km 322,000;11.985;Larga ;0;2.3;1.2;Singela;Crescente;CCO;365;TWE;;Não;Sim;21.0;0.0;;3.0;3.0;0.8038;0.7;2;1.1253;67.5192;2.0;42.2;0.0;25.3239404043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Santos Dumont (FSD), km 322,000;Recenvindo (FRV), km 330,331;8.331;Larga ;0;1.5;0.4;Singela;Crescente;CCO;365;TWE;;Não;Sim;7.8;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;75.0213333333;2.0;41.81;0.0;33.2100737376;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Recenvindo (FRV), km 330,331;Mantiqueira (FMQ), km 335,358;5.026;Larga ;0;0.5;1.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;7.8;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;75.0213333333;2.0;41.81;0.0;33.2100737376;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Mantiqueira (FMQ), km 335,358;Rocha Dias (FRD), km 344,417;9.058;Larga ;178;2.03;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;14.3;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;46.8341271676;2.0;41.81;0.0;5.0228675719;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Rocha Dias (FRD), km 344,417;Posto km 63 (FQT), km 348,000;3.583;Larga ;164;2.13;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;15.6;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;43.5607741935;2.0;38.75;0.0;4.8107741935;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Posto km 63 (FQT), km 348,000;João Aires (FJA), km 351,654;3.654;Larga ;164;2.13;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;15.6;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;43.5607741935;2.0;38.75;0.0;4.8063689244;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);João Aires (FJA), km 351,654;Cel. Araújo (FLJ), km 357,000;5.346;Larga ;0;0.0;1.2;Singela;Crescente;CCO;365;TWE;;Não;Sim;5.4;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;96.456;2.0;41.81;0.0;54.6447404043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Cel. Araújo (FLJ), km 357,000;Antonio Carlos (FAS), km 363,252;6.252;Larga ;0;0.3;1.3;Singela;Crescente;CCO;365;TWE;;Não;Sim;9.6;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;64.304;2.0;41.81;0.0;22.4927404043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Antonio Carlos (FAS), km 363,252;Dr. Sá Fortes (FSF), km 368,382;5.13;Larga ;0;1.3;0.9;Singela;Crescente;CCO;365;TWE;;Não;Sim;5.4;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;96.456;2.0;41.81;0.0;54.6447404043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Dr. Sá Fortes (FSF), km 368,382;Barbacena (FBC), km 378,192;9.81;Larga ;191;2.0;0.01;Singela;Crescente;CCO;365;TWE;;Não;Sim;7.8;0.0;;5.0;1.0;0.7538;0.65;1;0.49;55.121625;2.0;41.81;0.0;13.3103654043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Barbacena (FBC), km 378,192;Gen. Dorival  de Brito (FDB), km 384,839;6.645;Larga ;182;0.0;0.0;Singela;Crescente;CCO;365;TWE;;Não;Sim;13.2;0.0;;3.0;2.0;0.7538;0.7;1;0.5277;46.9031111111;2.0;41.81;0.0;5.0918515154;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Gen. Dorival  de Brito (FDB), km 384,839;Cachoeira (FCH), km 392,000;7.161;Larga ;0;0.7;1.3;Singela;Crescente;CCO;365;TWE;;Não;Sim;11.4;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;56.266;2.0;41.81;0.0;14.4547404043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Cachoeira (FCH), km 392,000;Eng. Drumont (FEV), km 398,486;6.485;Larga ;0;1.2;0.4;Singela;Crescente;CCO;365;TWE;;Não;Sim;12.0;0.0;;3.0;2.0;0.8038;0.7;1;0.5627;54.01536;2.0;41.81;0.0;12.2041004043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Eng. Drumont (FEV), km 398,486;Eng. Simão Tamm (FET), km 409,478;10.992;Larga ;0;1.4;1.5;Singela;Crescente;CCO;365;TWE;;Não;Sim;13.2;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;50.0142222222;2.0;41.81;0.0;8.2029626265;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Eng. Simão Tamm (FET), km 409,478;Condutor Castro (FCN), km 415,008;5.529;Larga ;295;0.0;1.43;Singela;Crescente;CCO;365;TWE;;Não;Sim;6.0;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;90.0256;2.0;41.81;0.0;48.2143404043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Condutor Castro (FCN), km 415,008;Ilídio (FIL), km 424,899;9.891;Larga ;287;1.27;0.5;Singela;Crescente;CCO;365;TWE;;Não;Sim;12.0;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;54.01536;2.0;41.81;0.0;12.2041004043;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Ilídio (FIL), km 424,899;Carandai (FCY), km 431,095;6.196;Larga ;0;1.4;1.5;Singela;Crescente;CCO;365;TWE;;Não;Sim;12.6;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;51.9378461538;2.0;41.81;0.0;10.1265865581;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Carandai (FCY), km 431,095;Pedra do Sino (FPE), km 441,000;10.829;Larga ;288;1.15;1.28;Singela;Crescente;CCO;365;TWE;;Não;Sim;17.4;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;39.7171764705;2.0;35.2;0.0;4.5207514876;0.0
MRS;2025;Posto km 64 - 452 (Linha do Centro);Pedra do Sino (FPE), km 441,000;Posto km 452 (FQC), km 452,000;11.0;Larga ;0;0.9;1.7;Singela;Crescente;CCO;365;TWE;;Não;Sim;13.8;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;48.2279999999;2.0;41.81;0.0;6.4167404043;0.0
MRS;2025;Ligação Caetano Lopes - Alça Dupla;Alça Dupla RR-224 (FLA), km 300,216;Caetano Lopes (FLP), km 307,673;7.0;Larga ;202;1.0;0.85;Singela;Decrescente;CCO;365;TWE;8772.0;Não;Sim;0.0;10.58;;3.0;1.0;0.9533;0.79;1;0.7531;0.0;79.8581796759;0.0;20.4;0.0;59.4581796759
